Source,Source Port,Destination,Destination Port,Interface id,Protocol,Epoch Arrival Time,Time shift for this packet,Time delta from previous captured frame,Time delta from previous displayed frame,Time since reference or first frame,Frame Number,Frame length on the wire,Frame length stored into the capture file,Total Length,Time to Live,Time data,Frame is marked,Version,Header Length,Reserved bit,Don't fragment,More fragments,Hardware Size,Protocol Size,Label
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000304407,0.000304407,253.600261,11205,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,2.02E-05,2.02E-05,253.6002812,11206,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000299307,0.000299307,253.6005805,11207,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000280832,0.000280832,253.6008614,11208,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,0.000262164,0.000262164,253.6011235,11209,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426256,0,5.18E-05,5.18E-05,253.6011753,11210,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.00033976,0.00033976,253.601515,11211,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,2.15E-05,2.15E-05,253.6015366,11212,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426256,0,0.000290841,0.000290841,253.6018274,11213,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.004438099,0.004438099,253.6064841,11214,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,3.74E-05,3.74E-05,253.6065214,11215,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000275445,0.000275445,253.6067969,11216,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000368417,0.000368417,253.6071653,11217,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,2.57E-05,2.57E-05,253.607191,11218,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.00025907,0.00025907,253.6074501,11219,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000276691,0.000276691,253.6077268,11220,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.83E-05,1.83E-05,253.6077451,11221,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000362085,0.000362085,253.6081072,11222,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000249546,0.000249546,253.6083567,11223,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.94E-05,1.94E-05,253.6083762,11224,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000303567,0.000303567,253.6086797,11225,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000315482,0.000315482,253.6089952,11226,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.72E-05,1.72E-05,253.6090124,11227,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000313906,0.000313906,253.6093263,11228,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426256,0,0.005314876,0.005314876,253.6146412,11229,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,3.38E-05,3.38E-05,253.614675,11230,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000207032,0.000207032,253.614882,11231,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000311039,0.000311039,253.6151931,11232,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.26E-05,1.26E-05,253.6152057,11233,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000309029,0.000309029,253.6155147,11234,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000306639,0.000306639,253.6158214,11235,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.58E-05,1.58E-05,253.6158371,11236,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000334505,0.000334505,253.6161717,11237,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000273348,0.000273348,253.616445,11238,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.49E-05,1.49E-05,253.6164599,11239,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000336476,0.000336476,253.6167964,11240,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000275807,0.000275807,253.6170722,11241,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.70E-05,1.70E-05,253.6170892,11242,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000347211,0.000347211,253.6174364,11243,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.00114347,0.00114347,253.6185799,11244,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.79E-05,1.79E-05,253.6185977,11245,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000271804,0.000271804,253.6188696,11246,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426256,0,0.000302307,0.000302307,253.6191719,11247,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.54E-05,1.54E-05,253.6191873,11248,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.00031874,0.00031874,253.619506,11249,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000287339,0.000287339,253.6197934,11250,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.38E-05,1.38E-05,253.6198071,11251,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000372894,0.000372894,253.62018,11252,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000263384,0.000263384,253.6204434,11253,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.67E-05,1.67E-05,253.6204601,11254,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000335993,0.000335993,253.6207961,11255,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000335814,0.000335814,253.6211319,11256,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.54E-05,1.54E-05,253.6211474,11257,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000252023,0.000252023,253.6213994,11258,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000959397,0.000959397,253.6223588,11259,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,2.70E-05,2.70E-05,253.6223858,11260,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000255233,0.000255233,253.6226411,11261,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000319393,0.000319393,253.6229605,11262,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.61E-05,1.61E-05,253.6229766,11263,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426256,0,0.00029033,0.00029033,253.6232669,11264,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000298813,0.000298813,253.6235657,11265,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,2.04E-05,2.04E-05,253.6235862,11266,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000327632,0.000327632,253.6239138,11267,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.0002883,0.0002883,253.6242021,11268,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.86E-05,1.86E-05,253.6242207,11269,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000334643,0.000334643,253.6245554,11270,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000443099,0.000443099,253.6249985,11271,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,2.24E-05,2.24E-05,253.6250209,11272,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000148008,0.000148008,253.6251689,11273,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000908248,0.000908248,253.6268267,11274,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,4.26E-05,4.26E-05,253.6268693,11275,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000467147,0.000467147,253.6273365,11276,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000100292,0.000100292,253.6274368,11277,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000286526,0.000286526,253.6277233,11278,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000401399,0.000401399,253.6281247,11279,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.41E-05,1.41E-05,253.6281388,11280,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426256,0,0.000348909,0.000348909,253.6284877,11281,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,4.09E-05,4.09E-05,253.6285285,11282,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000209694,0.000209694,253.6287382,11283,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000277219,0.000277219,253.6290155,11284,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,3.77E-05,3.77E-05,253.6290532,11285,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000281161,0.000281161,253.6293344,11286,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000193629,0.000193629,253.6295828,11287,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,8.38E-05,8.38E-05,253.6296666,11288,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000644417,0.000644417,253.6307036,11289,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000296424,0.000296424,253.631,11290,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.82E-05,1.82E-05,253.6310182,11291,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000315924,0.000315924,253.6313342,11292,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000304051,0.000304051,253.6316382,11293,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.62E-05,1.62E-05,253.6316544,11294,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000320106,0.000320106,253.6319745,11295,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000281601,0.000281601,253.6322561,11296,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.40E-05,1.40E-05,253.6322701,11297,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426256,0,0.000340537,0.000340537,253.6326106,11298,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000338515,0.000338515,253.6329491,11299,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,2.20E-05,2.20E-05,253.6329712,11300,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000299946,0.000299946,253.6332711,11301,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,45810,104.244.42.2,443,0,TCP,1739426256,0,0.000166539,0.000166539,253.6334377,11302,74,74,60,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000111234,0.000111234,253.6335489,11303,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.67E-05,1.67E-05,253.6335656,11304,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.001464517,0.001464517,253.6350301,11305,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000303531,0.000303531,253.6353337,11306,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.86E-05,1.86E-05,253.6353523,11307,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000302181,0.000302181,253.6356545,11308,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000367118,0.000367118,253.6360216,11309,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.65E-05,1.65E-05,253.6360381,11310,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000242012,0.000242012,253.6362801,11311,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000292884,0.000292884,253.636573,11312,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.40E-05,1.40E-05,253.636587,11313,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000363886,0.000363886,253.6369509,11314,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000241536,0.000241536,253.6371924,11315,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.43E-05,1.43E-05,253.6372067,11316,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426256,0,0.000233111,0.000233111,253.6374398,11317,1032,1032,1018,58,11:27:36,0,4,20,0,1,0,0,0,normal
104.244.42.2,443,192.168.0.111,45772,0,TCP,1739426256,0,0.018429991,0.018429991,253.6558698,11318,74,74,60,45,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,45772,104.244.42.2,443,0,TCP,1739426256,0,7.06E-05,7.06E-05,253.6559403,11319,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,45772,104.244.42.2,443,0,TLSv1.3,1739426256,0,0.000634968,0.000634968,253.6565753,11320,723,723,709,64,11:27:36,0,4,20,0,1,0,0,0,normal
104.244.42.2,443,192.168.0.111,45788,0,TCP,1739426256,0,0.002012009,0.002012009,253.6585873,11321,74,74,60,46,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,45788,104.244.42.2,443,0,TCP,1739426256,0,4.68E-05,4.68E-05,253.6586341,11322,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,45788,104.244.42.2,443,0,TLSv1.3,1739426256,0,0.000661484,0.000661484,253.6592955,11323,723,723,709,64,11:27:36,0,4,20,0,1,0,0,0,normal
104.244.42.2,443,192.168.0.111,45792,0,TCP,1739426256,0,0.004167582,0.004167582,253.6634631,11324,74,74,60,45,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,45792,104.244.42.2,443,0,TCP,1739426256,0,5.04E-05,5.04E-05,253.6635135,11325,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,45792,104.244.42.2,443,0,TLSv1.3,1739426256,0,0.000348747,0.000348747,253.6641846,11326,723,723,709,64,11:27:36,0,4,20,0,1,0,0,0,normal
104.244.42.2,443,192.168.0.111,45800,0,TCP,1739426256,0,0.000367548,0.000367548,253.6672792,11327,74,74,60,43,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,45800,104.244.42.2,443,0,TCP,1739426256,0,3.11E-05,3.11E-05,253.6673104,11328,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,45800,104.244.42.2,443,0,TLSv1.3,1739426256,0,0.000483047,0.000483047,253.6677934,11329,723,723,709,64,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,0.007679185,0.007679185,253.6802725,11330,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,37324,23.209.254.77,443,0,TCP,1739426256,0,0.000864661,0.002795619,253.7110014,11331,74,74,60,64,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TLSv1.2,1739426256,0,0.005352753,0.005352753,253.7163542,11332,230,230,216,64,11:27:36,0,4,20,0,1,0,0,0,normal
23.209.254.77,443,192.168.0.111,37324,0,TCP,1739426256,0,0.000846534,0.000846534,253.7172007,11333,74,74,60,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,37324,23.209.254.77,443,0,TCP,1739426256,0,3.59E-05,3.59E-05,253.7172366,11334,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,37324,23.209.254.77,443,0,TLSv1.3,1739426256,0,0.000491904,0.000491904,253.7177285,11335,735,735,721,64,11:27:36,0,4,20,0,1,0,0,0,normal
23.209.254.77,443,192.168.0.111,37324,0,TCP,1739426256,0,0.002244367,0.002244367,253.7199729,11336,66,66,52,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TLSv1.2,1739426256,0,0.002387716,0.002387716,253.7223606,11337,175,175,161,64,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TLSv1.2,1739426256,0,0.000237084,0.000237084,253.7225977,11338,177,177,163,64,11:27:36,0,4,20,0,1,0,0,0,normal
23.209.254.77,443,192.168.0.111,37324,0,TLSv1.3,1739426256,0,0.001888479,0.001888479,253.7244862,11339,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,37324,23.209.254.77,443,0,TCP,1739426256,0,2.97E-05,2.97E-05,253.7245159,11340,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
23.209.254.77,443,192.168.0.111,37324,0,TCP,1739426256,0,0.000525131,0.000525131,253.725041,11341,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,37324,23.209.254.77,443,0,TCP,1739426256,0,5.88E-05,5.88E-05,253.7250998,11342,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
23.209.254.77,443,192.168.0.111,37324,0,TCP,1739426256,0,0.000178135,0.000178135,253.7252779,11343,1306,1306,1292,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,37324,23.209.254.77,443,0,TCP,1739426256,0,2.57E-05,2.57E-05,253.7253036,11344,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
23.209.254.77,443,192.168.0.111,37324,0,TLSv1.3,1739426256,0,0.000155841,0.000155841,253.7254595,11345,1257,1257,1243,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,37324,23.209.254.77,443,0,TCP,1739426256,0,1.77E-05,1.77E-05,253.7254772,11346,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,37324,23.209.254.77,443,0,TLSv1.3,1739426256,0,0.003340753,0.003340753,253.7288179,11347,146,146,132,64,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,37324,23.209.254.77,443,0,TLSv1.3,1739426256,0,0.000661202,0.000661202,253.7294791,11348,487,487,473,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.001088273,0.001088273,253.7314948,11349,66,66,52,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TLSv1.2,1739426256,0,1.18E-05,1.18E-05,253.7315066,11350,290,290,276,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,6.36E-05,8.80E-05,253.7315947,11351,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000272607,0.000272607,253.7318673,11352,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000268383,0.000268383,253.7321356,11353,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
192.168.0.111,53894,199.232.104.159,443,0,TCP,1739426256,0,1.46E-05,1.46E-05,253.7321503,11354,66,66,52,64,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000323193,0.000323193,253.7324734,11355,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
199.232.104.159,443,192.168.0.111,53894,0,TCP,1739426256,0,0.000275071,0.000275071,253.7327485,11356,1494,1494,1480,58,11:27:36,0,4,20,0,1,0,0,0,normal
