Source,Source Port,Destination,Destination Port,Interface id,Protocol,Epoch Arrival Time,Time shift for this packet,Time delta from previous captured frame,Time delta from previous displayed frame,Time since reference or first frame,Frame Number,Frame length on the wire,Frame length stored into the capture file,Total Length,Time to Live,Time data,Frame is marked,Version,Header Length,Reserved bit,Don't fragment,More fragments,Hardware Size,Protocol Size,Label
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,0.000915595,0.000915595,14.05168087,3880,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,0.003749152,0.003749152,14.05543002,3881,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,2.82E-05,2.82E-05,14.05545822,3882,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,2.19E-05,2.19E-05,14.05548013,3883,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,1.23E-05,1.23E-05,14.05549248,3884,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,3.64E-05,3.64E-05,14.05552888,3885,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,52808,224.0.0.251,5353,0,MDNS,1739168033,0,0.002058837,0.002058837,14.05758772,3886,88,88,74,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,35402,224.0.0.251,5353,0,MDNS,1739168033,0,0.004247832,0.004247832,14.06183555,3887,71,71,57,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,0.000136206,0.000136206,14.06197176,3888,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
192.168.0.108,64798,20.42.73.29,443,0,TLSv1.2,1739168033,0,0.003532507,0.003532507,14.06550426,3889,1488,1488,1474,128,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.108,64798,20.42.73.29,443,0,TCP,1739168033,0,1.65E-05,1.65E-05,14.06552081,3890,1488,1488,1474,127,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,36406,224.0.0.251,5353,0,MDNS,1739168033,0,0.000229643,0.000229643,14.06575045,3891,81,81,67,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.108,64798,20.42.73.29,443,0,TCP,1739168033,0,0.001894692,0.001894692,14.06764514,3892,1494,1494,1480,128,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.108,64798,20.42.73.29,443,0,TCP,1739168033,0,1.39E-05,1.39E-05,14.06765909,3893,1494,1494,1480,127,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,49658,224.0.0.251,5353,0,MDNS,1739168033,0,0.002017201,0.002017201,14.06967629,3894,85,85,71,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,0.003106067,0.003106067,14.07278235,3895,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,47105,224.0.0.251,5353,0,MDNS,1739168033,0,0.000555016,0.000555016,14.07333737,3896,85,85,71,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,49671,224.0.0.251,5353,0,MDNS,1739168033,0,0.004884289,0.004884289,14.07822166,3897,82,82,68,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,39129,224.0.0.251,5353,0,MDNS,1739168033,0,0.005124204,0.005124204,14.08334586,3898,89,89,75,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,0.000125174,0.000125174,14.08347104,3899,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,0.004276629,0.004276629,14.08774767,3900,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,4.30E-05,4.30E-05,14.08779069,3901,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,1.89E-05,1.89E-05,14.08780962,3902,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,3.93E-06,3.93E-06,14.08781354,3903,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,4.18E-06,4.18E-06,14.08781773,3904,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
192.168.0.108,64796,44.228.249.3,80,0,HTTP,1739168033,0,0.000490066,0.000490066,14.08830779,3905,508,508,494,128,11:43:53,0,4,20,0,1,0,0,0,normal
192.168.0.108,64796,44.228.249.3,80,0,TCP,1739168033,0,1.63E-05,1.63E-05,14.08832408,3906,508,508,494,127,11:43:53,0,4,20,0,1,0,0,0,normal
192.168.0.111,34888,224.0.0.251,5353,0,MDNS,1739168033,0,6.19E-05,6.19E-05,14.08838595,3907,92,92,78,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,46142,224.0.0.251,5353,0,MDNS,1739168033,0,0.004847628,0.004847628,14.09323358,3908,88,88,74,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,0.001232793,0.001232793,14.09446637,3909,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,35563,224.0.0.251,5353,0,MDNS,1739168033,0,0.004125074,0.004125074,14.09859145,3910,87,87,73,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,41223,224.0.0.251,5353,0,MDNS,1739168033,0,0.005929051,0.005929051,14.1045205,3911,88,88,74,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,0.000267179,0.000267179,14.10478768,3912,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,51063,224.0.0.251,5353,0,MDNS,1739168033,0,0.006087194,0.006087194,14.11087487,3913,71,71,57,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
Intel_54:87:d3,0,TpLinkPte_41:24:87,0,0,ARP,1739168033,0,0.00278398,0.00278398,14.11365885,3914,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,0.002118941,0.002118941,14.11577779,3915,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,56031,224.0.0.251,5353,0,MDNS,1739168033,0,0.003183093,0.003183093,14.11896088,3916,81,81,67,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,0.000662863,0.000662863,14.11962375,3917,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,2.09E-05,2.09E-05,14.11964465,3918,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,4.17E-05,4.17E-05,14.11968633,3919,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,5.68E-05,5.68E-05,14.11974311,3920,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168033,0,0.001770592,0.001770592,14.1215137,3921,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,55591,224.0.0.251,5353,0,MDNS,1739168034,0,0.003369155,0.003369155,14.12488286,3922,85,85,71,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001828545,0.001828545,14.1267114,3923,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,34686,224.0.0.251,5353,0,MDNS,1739168034,0,0.003923584,0.003923584,14.13063498,3924,85,85,71,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,39361,224.0.0.251,5353,0,MDNS,1739168034,0,0.004394774,0.004394774,14.13502976,3925,82,82,68,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001886765,0.001886765,14.13691652,3926,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,38332,224.0.0.251,5353,0,MDNS,1739168034,0,0.001592274,0.001592274,14.1385088,3927,89,89,75,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,39491,224.0.0.251,5353,0,MDNS,1739168034,0,0.003542459,0.003542459,14.14205126,3928,92,92,78,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,47822,224.0.0.251,5353,0,MDNS,1739168034,0,0.003468478,0.003468478,14.14551973,3929,88,88,74,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001982621,0.001982621,14.14750236,3930,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,34192,224.0.0.251,5353,0,MDNS,1739168034,0,0.002037405,0.002037405,14.14953976,3931,87,87,73,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.002142303,0.002142303,14.15168206,3932,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,2.85E-05,2.85E-05,14.15171052,3933,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,3.24E-05,3.24E-05,14.15174288,3934,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,2.63E-05,2.63E-05,14.15176918,3935,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,7.97E-06,7.97E-06,14.15177714,3936,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,3.93E-06,3.93E-06,14.15178108,3937,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,46140,224.0.0.251,5353,0,MDNS,1739168034,0,0.002815351,0.002815351,14.15459643,3938,88,88,74,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.003509806,0.003509806,14.15810623,3939,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,49642,224.0.0.251,5353,0,MDNS,1739168034,0,0.000767312,0.000767312,14.15887354,3940,71,71,57,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,54371,224.0.0.251,5353,0,MDNS,1739168034,0,0.005074923,0.005074923,14.16394847,3941,81,81,67,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,35694,224.0.0.251,5353,0,MDNS,1739168034,0,0.004423385,0.004423385,14.16837185,3942,85,85,71,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000133849,0.000133849,14.1685057,3943,42,42,0,0,11:43:53,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,35206,224.0.0.251,5353,0,MDNS,1739168034,0,0.003409964,0.003409964,14.17191567,3944,85,85,71,1,11:43:53,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,45950,224.0.0.251,5353,0,MDNS,1739168034,0,0.004196409,0.004196409,14.17611207,3945,82,82,68,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.003531365,0.003531365,14.17964344,3946,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,43629,224.0.0.251,5353,0,MDNS,1739168034,0,0.000582316,0.000582316,14.18022576,3947,89,89,75,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.003297541,0.003297541,14.1835233,3948,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.76E-05,1.76E-05,14.18354089,3949,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.28E-05,1.28E-05,14.1835537,3950,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,6.86E-06,6.86E-06,14.18356056,3951,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,55413,224.0.0.251,5353,0,MDNS,1739168034,0,0.000583697,0.000583697,14.18414426,3952,92,92,78,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000455358,0.000455358,14.18459961,3953,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.003111777,0.003111777,14.18771139,3954,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,37965,224.0.0.251,5353,0,MDNS,1739168034,0,0.000509156,0.000509156,14.18822055,3955,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001709129,0.001709129,14.18992968,3956,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,44824,224.0.0.251,5353,0,MDNS,1739168034,0,0.003765772,0.003765772,14.19369545,3957,87,87,73,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,52917,224.0.0.251,5353,0,MDNS,1739168034,0,0.004953166,0.004953166,14.19864861,3958,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001542561,0.001542561,14.20019117,3959,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,59756,224.0.0.251,5353,0,MDNS,1739168034,0,0.002894096,0.002894096,14.20308527,3960,71,71,57,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,44110,224.0.0.251,5353,0,MDNS,1739168034,0,0.006127565,0.006127565,14.20921284,3961,81,81,67,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001435961,0.001435961,14.2106488,3962,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,40728,224.0.0.251,5353,0,MDNS,1739168034,0,0.004257354,0.004257354,14.21490615,3963,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000582432,0.000582432,14.21548858,3964,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,2.06E-05,2.06E-05,14.2155092,3965,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,4.78E-06,4.78E-06,14.21551398,3966,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,8.03E-06,8.03E-06,14.21552202,3967,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,2.52E-05,2.52E-05,14.21554718,3968,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,7.76E-05,7.76E-05,14.21562483,3969,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
Intel_54:87:d3,0,TpLinkPte_41:24:87,0,0,ARP,1739168034,0,0.000816588,0.000816588,14.21644141,3970,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,46868,224.0.0.251,5353,0,MDNS,1739168034,0,0.003537641,0.003537641,14.21997905,3971,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001634021,0.001634021,14.22161308,3972,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,32931,224.0.0.251,5353,0,MDNS,1739168034,0,0.002133429,0.002133429,14.2237465,3973,82,82,68,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,56139,224.0.0.251,5353,0,MDNS,1739168034,0,0.005919247,0.005919247,14.22966575,3974,89,89,75,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.002864508,0.002864508,14.23253026,3975,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,58071,224.0.0.251,5353,0,MDNS,1739168034,0,0.002776283,0.002776283,14.23530654,3976,92,92,78,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,45222,224.0.0.251,5353,0,MDNS,1739168034,0,0.006144221,0.006144221,14.24145076,3977,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.002239633,0.002239633,14.2436904,3978,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.003898614,0.003898614,14.24758901,3979,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,3.85E-05,3.85E-05,14.24762754,3980,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,5.00E-06,5.00E-06,14.24763255,3981,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,52802,224.0.0.251,5353,0,MDNS,1739168034,0,0.002623632,0.002623632,14.25025618,3982,87,87,73,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001388493,0.001388493,14.25164467,3983,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.51E-05,1.51E-05,14.25165975,3984,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.98E-05,1.98E-05,14.25167951,3985,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,39393,224.0.0.251,5353,0,MDNS,1739168034,0,0.002220167,0.002220167,14.25389967,3986,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000111941,0.000111941,14.25401161,3987,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,59235,224.0.0.251,5353,0,MDNS,1739168034,0,0.004139154,0.004139154,14.25815077,3988,71,71,57,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,44861,224.0.0.251,5353,0,MDNS,1739168034,0,0.005299445,0.005299445,14.26345021,3989,81,81,67,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001774173,0.001774173,14.26522439,3990,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,44955,224.0.0.251,5353,0,MDNS,1739168034,0,0.002953256,0.002953256,14.26817764,3991,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,58480,224.0.0.251,5353,0,MDNS,1739168034,0,0.005453043,0.005453043,14.27363068,3992,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.108,64798,20.42.73.29,443,0,TCP,1739168034,0,0.001765516,0.001765516,14.2753962,3993,1494,1494,1480,128,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.108,64798,20.42.73.29,443,0,TCP,1739168034,0,2.33E-05,2.33E-05,14.27541948,3994,1494,1494,1480,127,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001133844,0.001133844,14.27655332,3995,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,36409,224.0.0.251,5353,0,MDNS,1739168034,0,0.002342478,0.002342478,14.2788958,3996,82,82,68,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000756471,0.000756471,14.27965227,3997,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.21E-05,1.21E-05,14.27966435,3998,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,5.32E-06,5.32E-06,14.27966967,3999,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,3.11E-06,3.11E-06,14.27967278,4000,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.10E-05,1.10E-05,14.27968381,4001,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,2.41E-06,2.41E-06,14.27968622,4002,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.108,64798,20.42.73.29,443,0,TLSv1.2,1739168034,0,0.001038117,0.001038117,14.28072434,4003,1494,1494,1480,128,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.108,64798,20.42.73.29,443,0,TCP,1739168034,0,9.98E-06,9.98E-06,14.28073432,4004,1494,1494,1480,127,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.108,64798,20.42.73.29,443,0,TCP,1739168034,0,0.000279938,0.000279938,14.28101426,4005,1494,1494,1480,128,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.108,64798,20.42.73.29,443,0,TCP,1739168034,0,7.78E-06,7.78E-06,14.28102204,4006,1494,1494,1480,127,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,59387,224.0.0.251,5353,0,MDNS,1739168034,0,0.001449097,0.001449097,14.28247113,4007,89,89,75,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,52128,224.0.0.251,5353,0,MDNS,1739168034,0,0.003405651,0.003405651,14.28587678,4008,92,92,78,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.001513014,0.001513014,14.2873898,4009,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,35269,224.0.0.251,5353,0,MDNS,1739168034,0,0.002083339,0.002083339,14.28947314,4010,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,42572,224.0.0.251,5353,0,MDNS,1739168034,0,0.004407511,0.004407511,14.29388065,4011,87,87,73,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
192.168.0.111,49435,224.0.0.251,5353,0,MDNS,1739168034,0,0.004519844,0.004519844,14.29840049,4012,88,88,74,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.000120296,0.000120296,14.29852079,4013,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,49206,224.0.0.251,5353,0,MDNS,1739168034,0,0.004513226,0.004513226,14.30303401,4014,71,71,57,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.005758357,0.005758357,14.30879237,4015,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,41443,224.0.0.251,5353,0,MDNS,1739168034,0,0.000628986,0.000628986,14.30942136,4016,81,81,67,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.002389694,0.002389694,14.31181105,4017,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,0.003490916,0.003490916,14.31530197,4018,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,2.34E-05,2.34E-05,14.31532538,4019,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,3.57E-05,3.57E-05,14.31536107,4020,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,1.08E-05,1.08E-05,14.31537186,4021,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,4.37E-06,4.37E-06,14.31537622,4022,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,51868,224.0.0.251,5353,0,MDNS,1739168034,0,4.48E-05,4.48E-05,14.31542105,4023,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
Intel_54:87:d3,0,TpLinkPte_41:24:87,0,0,ARP,1739168034,0,0.003630259,0.003630259,14.31905131,4024,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,34509,224.0.0.251,5353,0,MDNS,1739168034,0,0.000407164,0.000407164,14.31945847,4025,85,85,71,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
TpLinkPte_41:24:87,0,Broadcast,0,0,ARP,1739168034,0,8.63E-05,8.63E-05,14.31954475,4026,42,42,0,0,11:43:54,0,0,0,0,0,0,6,4,anomaly
192.168.0.111,38572,224.0.0.251,5353,0,MDNS,1739168034,0,0.003582725,0.003582725,14.32312747,4027,82,82,68,1,11:43:54,0,4,20,0,1,0,0,0,anomaly
